permit_id,permit_num,revision_num,permit_type_id,application_date,issued_date,completed_date,est_const_cost,description,dwelling_units_created,dwelling_units_lost,ward_id,structure_type_id,work_type_id,status_id,builder_id,address_id,address_id,street_num,postal,street_id,,,,,,,
4205,07 240112 HVA,1,10,2008-04-29,2008-05-05,NULL,NULL,Revision to include addition of AC Unit.,0,0,51188,118,20,44,NULL,16,16,1,M5G,26,,,,,,,
4213,07 248290 FSU,0,9,2007-07-27,2007-08-02,NULL,73000.00,Proposal to install 73 mag locks (59 - Level 2 Parking & 14  - Level 3 Parking),0,0,51188,110,36,21,NULL,16,16,1,M5G,26,,,,,,,
4348,05 148916 BLD,0,2,2005-06-23,2005-07-20,NULL,50000.00,Interior alterations to create a retail florist shop(level 2). CRU-D203 Unit  (Toronto Eaton Centre),0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
4394,00 331175 PLB,0,16,2000-08-24,2001-01-30,NULL,0.00,INSTALL FIX. RETAIL SPACE H013 ON CONCOURSE LEVEL: 1 W.B---COST INCL. UNDER FILE #00-331172,0,0,51188,162,66,21,NULL,16,16,1,M5G,26,,,,,,,
4417,10 166863 HVA,0,10,2010-04-30,2010-06-01,NULL,NULL,HVAC - Permit for interior alterations and HVAC work in Store # 215 - Level (Ground floor level on Queen St Side) South West Corner for ground floor - Work in preparation for future tenant work below in South Food Court area below.,0,0,51188,162,20,45,NULL,16,16,1,M5G,26,,,,,,,
4418,09 153585 BLD,0,2,2009-08-05,2009-08-10,NULL,25000.00,Minor interior alts to existing office and HVAC work.  31st floor.  Convenience address - 250 Yonge St.,0,0,51188,118,67,21,NULL,16,16,1,M5G,26,,,,,,,
4440,17 121018 MSA,1,10,2017-06-28,2017-07-20,NULL,0.00,HVAC - New ducts and VAVs in existing office space on the 24th floor.  See related building permit 17 121005 BLD.Revision 1 proposal to remove existing tenant improvements and return floor back to base & HVAC vav retrofit.,0,0,51188,110,9,44,NULL,16,16,1,M5G,26,,,,,,,
4562,18 169868 PLB,0,16,2018-06-01,2018-06-26,NULL,NULL,Plumbing  - Minor Interior Alteration of 29th floor to enclose a small area within a single tenant space with security card access,0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
4576,06 153805 HVA,0,10,2006-07-06,2006-07-21,NULL,NULL,HVAC - Interior alterations to an existing office space on the 27th floor for leasehold improvements,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
4609,05 143400 BLD,0,2,2005-06-14,2005-08-31,NULL,1000000.00,Interior alterations to southwest portion of Level 3. (Toronto Eaton Centre). Relocate existing entrance to 20 Queen St. W. to existing Rogers tenant.,0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
4753,11 262213 FSU,0,9,2011-08-29,NULL,NULL,NULL,"FS - Sprinkler Shop Drawing - Proposal for interior alterations to existing retail unit on the ground floor (unit A038A) of the Eaton's Centre.  Nike Inc"".  See also 11 262210 BLD for demo.""",0,0,51188,110,19,6,NULL,16,16,1,M5G,26,,,,,,,
4765,07 239584 BLD,0,2,2007-07-04,2007-08-08,NULL,100000.00,Interior alterations to fit out new retail tenant on 3rd floor. Unit CRU # C027. Eatons Centre,0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
4770,08 193418 FSU,0,9,2008-08-13,2008-08-18,NULL,4000.00,Proposal to install 4 mag locks on the 26th floor.,0,0,51188,118,36,21,NULL,16,16,1,M5G,26,,,,,,,
4810,10 250800 BLD,0,2,2010-09-01,2010-09-15,NULL,5000.00,permit for interior alterations to create demising wall on floor 11 - Convenience Address is 20 Queen St W. -,0,0,51188,118,67,21,NULL,16,16,1,M5G,26,,,,,,,
5026,19 187229 BLD,0,2,2019-07-11,2019-07-19,NULL,140000.00,"Proposal for interior alterations to unit B013A in existing retail store Aritzia""",0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
5059,01 200544 PLB,0,16,2001-12-06,2001-12-19,NULL,NULL,"install fixtures: 1-2 compt ks, 1-1 compt ks, 2 dw tenant: southam publications         conv address 250 yonge st",0,0,51188,118,21,35,NULL,16,16,1,M5G,26,,,,,,,
5138,10 221897 HVA,0,10,2010-07-16,2010-07-28,NULL,NULL,HVAC - CONVENIENCE ADDRESS IS 250 YONGE ST - Permit for interior alterations to existing office space  - floor 20 - Common areas of floor - Cadillac Fairview.,0,0,51188,118,20,21,NULL,16,16,1,M5G,26,,,,,,,
5151,24 159737 HVA,0,10,2024-06-05,2024-07-08,NULL,NULL,"HVAC - Proposal for interior alterations to existing office space - UNITS 1601 and 1801, Infrastructure Ontario""Convenience address is 20 Queen St W""",0,0,51188,110,20,32,NULL,16,16,1,M5G,26,,,,,,,
5242,09 183998 FSU,0,9,2009-11-03,NULL,NULL,NULL,FS - Sprinkler Shop Drawing - Interior alterations to existing multi level retail space within the Toronto Eaton Centre. The interior alterations is to take place within the H & M retail store. This proposal includes HVAC. The renovation will take place in phases and all the phases of construction will be covered under this permit.,0,0,51188,110,19,6,NULL,16,16,1,M5G,26,,,,,,,
5344,11 270019 FSU,0,9,2011-09-07,2011-09-21,NULL,25000.00,Proposal to install new fire supression system.,0,0,51188,110,86,21,NULL,16,16,1,M5G,26,,,,,,,
5345,19 191141 BLD,0,2,2019-07-18,2019-07-31,NULL,40000.00,Proposal for tenant fit-out for in existing retail space . tenant- Frank and Oak unit 2117,0,0,51188,162,67,32,NULL,16,16,1,M5G,26,,,,,,,
5390,01 175557 PLB,0,16,2001-09-11,2002-01-04,NULL,NULL,"Plumbing - Install fixtures:  23rd fl., 30th, 31st and 32nd floor office (each floor):  6 w.c., 6 w.b., 2 urinals      (conv. address 20 Queen St. W.)",0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
5442,03 135101 PLB,0,16,2003-05-22,2003-05-22,NULL,NULL,install plumbing fixtures per data sheetTenant - Wardle & Daley   - Interior Alterations,0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
5574,19 236480 HVA,0,10,2019-10-15,2019-11-26,NULL,NULL,"HVAC - Proposal for interior alterations and exterior cladding in existing retail store Canadian Tire""",0,0,51188,162,20,21,NULL,16,16,1,M5G,26,,,,,,,
5592,15 123731 BLD,0,2,2015-03-04,2015-03-06,NULL,100000.00,"Interior alteration to multiple office areas on 4th, 5th, 6th and 8th floor of an office building.",0,0,51188,118,67,32,NULL,16,16,1,M5G,26,,,,,,,
5609,08 174483 BLD,0,2,2008-06-24,2008-06-27,NULL,80000.00,Minor interior alterations to washroom area on Level 2 Galleria (Toronto Eaton Centre).,0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
5624,06 111952 HVA,0,10,2006-02-24,2006-06-21,NULL,NULL,HVAC - Base Building Permit # 04-170273Interior tenant fit out to ground floor and basement level for 'canadian tire' and 'marks work warehouse' - Interior Alterations,0,0,51188,110,20,21,NULL,16,16,1,M5G,26,,,,,,,
5652,11 209262 BLD,0,2,2011-06-02,2011-06-14,NULL,10000.00,"alter storefront for  new Sportchek, unit R1, Lower Level, in connection with application #11-208763",0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
5678,04 100640 HVA,0,10,2004-01-07,2004-01-16,NULL,NULL,"HVAC - Interior alterations  on portion of the 29th floor office.(conv. address 250 Yonge St.)Existing & Proposed: Retail, Office, Department Store, Theatre, Restaurant, parking complex - Interior Alterations",0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
5698,07 288254 BLD,0,2,2007-12-19,2008-01-03,NULL,100000.00,"Interior alterations to existing retail tenant to Unit A004, to Lower Level Concourse, Eaton CentreJean Machine",0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
5709,15 131637 HVA,0,10,2015-03-24,2015-04-08,NULL,NULL,"HVAC - Proposal for interior alterations to the existing Jugo Juice"" in unit N-116A""",0,0,51188,159,20,32,NULL,16,16,1,M5G,26,,,,,,,
5788,02 169709 PLB,0,16,2002-09-04,2002-11-22,NULL,NULL,"Plumbing - 1 HWT, 1 DW,  1 WB on portion of the 28th floor",0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
5799,08 174483 HVA,0,10,2008-06-24,2008-07-04,NULL,NULL,HVAC - Minor interior alterations to washroom area on Level 2 Galleria (Toronto Eaton Centre).,0,0,51188,110,20,32,NULL,16,16,1,M5G,26,,,,,,,
5815,07 267478 HVA,0,10,2007-10-04,2007-10-11,NULL,NULL,HVAC - Interior alterations to existing Office Suite on 20th floor. Suite 2000. Multi Tenant Floor,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
5941,18 129468 BLD,0,2,2018-03-14,2018-03-15,NULL,85000.00,Proposal for interior alterations to demolish on the 10th floor of an existing office building. Convenience address is 250 YONGE ST,0,0,51188,118,67,32,NULL,16,16,1,M5G,26,,,,,,,
5970,13 268908 BLD,0,2,2013-11-22,2013-12-06,NULL,10000.00,"To complete interior alterations (33.26 m2) to the existing H&M"" retail store.""",0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
5997,23 210806 BLD,1,2,2023-10-20,2023-11-03,NULL,0.00,"REVISION - to add structural drawingsProposal for interior alterations to an existing vacant unit for new takeout restaurant - Level 2, Unit 111, Starbucks""Convenience address is 220 Yonge St""",0,0,51188,110,67,44,NULL,16,16,1,M5G,26,,,,,,,
6064,05 111121 BLD,0,2,2005-02-24,2005-02-24,NULL,70000.00,Interior alterations to 12th floor,0,0,51188,118,67,21,NULL,16,16,1,M5G,26,,,,,,,
6067,12 150729 PLB,0,16,2012-04-10,2012-04-16,NULL,NULL,"Plumbing  - Proposal for interior alterations to fit-out new office tenant Hines Canada"" in unit 2108 (100m2).""",0,0,51188,118,21,21,NULL,16,16,1,M5G,26,,,,,,,
6182,19 205972 BLD,1,2,2019-11-14,2019-11-29,NULL,0.00,"Revision # 01 - To ceiling finish in select areas from metal panel to gypsum wall board.Proposal for interior alterations to existing retail building. unit B021A Laderach""",0,0,51188,162,67,44,NULL,16,16,1,M5G,26,,,,,,,
6287,07 259380 BLD,1,2,2007-10-23,2007-12-11,NULL,0.00,Revision to add structural reinforcement to slab for equipment.  9th floor,0,0,51188,118,67,44,NULL,16,16,1,M5G,26,,,,,,,
6405,21 106235 BLD,2,2,2022-05-05,2022-06-15,NULL,0.00,REV 02: Change to include installation of new dedicated exhaust system in Wellness Room and associated structural reinforcement and fire-rated shaft enclosure.Revision 01. Deletion of 6th & 7th floors from scope and interior modifications to partition and door configurations of layout,0,0,51188,118,67,44,NULL,16,16,1,M5G,26,,,,,,,
6551,06 102182 BLD,0,2,2006-01-12,2006-01-17,NULL,100000.00,"Make interior alterations to storage area, level 1 (basement).  Toronto Eaton Centre.",0,0,51188,120,67,21,NULL,16,16,1,M5G,26,,,,,,,
6566,08 108475 HVA,0,10,2008-02-01,2008-02-12,NULL,NULL,HVAC - Interior alterations to extend public corridor and create new unit with demising on 3rd floor. Multi Tenant Floor,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
6591,03 153523 PLB,0,16,2003-07-08,2003-07-10,NULL,NULL,install plumbing fixtures per data sheet (unit K-102) (TENANT 'Flower Accent'),0,0,51188,162,21,32,NULL,16,16,1,M5G,26,,,,,,,
6664,05 168778 HVA,0,10,2005-08-09,2005-08-30,NULL,NULL,HVAC - Interior alterations to offices on 9th floor - Interior Alterations,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
6810,15 142826 HVA,0,10,2015-04-17,2015-05-20,NULL,NULL,HVAC - Proposl for interior alterations to the 15th floor office space in the existing Multiple Use/Non Res Building. Convenience address is 250 Yonge St.,0,0,51188,110,20,32,NULL,16,16,1,M5G,26,,,,,,,
6980,11 206441 BLD,1,2,2011-12-07,2011-12-19,NULL,0.00,REVISION - to alter the entrace doorsMinor interior alterations to existing office space on the 18th floor.  Suite 1800.,0,0,51188,118,67,44,NULL,16,16,1,M5G,26,,,,,,,
7088,25 163495 PLB,0,16,2025-05-22,2025-06-25,NULL,NULL,Plumbing  - Proposed interior alterations for model suite 300 for the Cadillac Fairview Corporation Limited,0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
7207,24 250995 FSU,0,9,2025-01-29,NULL,NULL,NULL,"FS - Sprinkler Shop Drawing - Proposal for interior alterations on floors 25 and 26, including private office, open office areas, meeting rooms, services and new connecting stairs.",0,0,51188,118,19,6,NULL,16,16,1,M5G,26,,,,,,,
7275,05 127367 HVA,0,10,2005-04-28,2005-04-28,NULL,NULL,HVAC - Make interior alterations to a commercial retail unit  3-107on Level 3  (Southwest end) - Interior Alterations,0,0,51188,110,20,32,NULL,16,16,1,M5G,26,,,,,,,
7324,08 143520 HVA,0,10,2008-04-04,2008-04-18,NULL,NULL,HVAC - Interior alterations to fit out newly demised retail Unit B-18 on GF Level of Eaton Centre. 'Guess' Clothing,0,0,51188,162,20,21,NULL,16,16,1,M5G,26,,,,,,,
7357,17 182996 BLD,0,2,2017-06-19,2017-06-21,NULL,30000.00,Interior Alterations to an existing store front,0,0,51188,162,67,32,NULL,16,16,1,M5G,26,,,,,,,
7359,02 112414 PLB,0,16,2002-02-21,2002-02-21,NULL,NULL,Plumbing  relocation of sink.,0,0,51188,162,21,32,NULL,16,16,1,M5G,26,,,,,,,
7384,25 220672 BLD,0,2,2025-09-05,NULL,NULL,1250000.00,Proposed interior alterations for complete fit-out. JD Sports,0,0,51188,162,67,14,NULL,16,16,1,M5G,26,,,,,,,
7410,06 111952 BLD,0,2,2006-02-24,2006-06-21,NULL,1500000.00,Base Building Permit # 04-170273Interior tenant fit out to ground floor and basement level for 'canadian tire' and 'marks work warehouse',0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
7412,08 113239 BLD,0,2,2008-02-22,2008-03-06,NULL,50000.00,"Interior alterations to portions of existing Office on 15th floor, Suite 1503. Multi Tenant Floor",0,0,51188,118,67,21,NULL,16,16,1,M5G,26,,,,,,,
7491,10 285350 BLD,0,2,2010-10-26,2010-10-29,NULL,20000.00,"Interior alterations to a portion of the 8th floor for BANK OF MONTREAL"". The work is for a new office layout at the north portion of the floor. This proposal includes HVAC.""",0,0,51188,118,67,32,NULL,16,16,1,M5G,26,,,,,,,
7523,05 148916 PLB,0,16,2005-09-19,2005-09-19,NULL,NULL,Plumbing - Interior alterations to create a retail florist shop(level 2). CRU-D203 Unit  (Toronto Eaton Centre) - Interior Alterations,0,0,51188,162,21,21,NULL,16,16,1,M5G,26,,,,,,,
7566,11 104071 PLB,0,16,2011-01-10,2011-01-17,NULL,NULL,Plumbing permit for new drain on roof above canopyPlumbing  - Permit for recladding of new restaurant greater than 30 seats - see building permit for restaurant shell - 08 183438 BLD -,0,0,51188,160,21,32,NULL,16,16,1,M5G,26,,,,,,,
7842,05 157521 HVA,0,10,2005-07-08,2005-07-27,NULL,NULL,"HVAC - Interior alterations to office on the 21st floor.  Tenant - Bancomext"" - Interior Alterations""",0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
7852,18 184997 HVA,0,10,2018-06-26,2018-07-25,NULL,NULL,"HVAC - Proposal for interior alterations to unit 401 in existing office Canada Post""",0,0,51188,118,20,21,NULL,16,16,1,M5G,26,,,,,,,
7918,11 235888 HVA,0,10,2011-07-11,2011-07-14,NULL,NULL,HVAC - permit for interior alterations to existing office space - floor 24 -  Basman Smith,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
7927,16 206780 BLD,0,2,2016-08-15,2016-08-18,NULL,100000.00,"Proposal to relocate the fire hose connection on level 3 and new exhaust duct system on level 5 - The Eaton's Centre"",0,0,51188,110,67,21,NULL,16,16,1,M5G,26
7958,18 265393 HVA""",0,10,2018-12-06,2019-01-14,NULL,NULL,"HVAC - alteration/renovation of existing space into a new retail store *Le Chateau*, convenience address is 220 Yonge Street.",0,0,51188,162,20,32,NULL,16,16,1,M5G,26
8048,25 163495 HVA,0,10,2025-05-22,2025-06-25,NULL,NULL,HVAC - Proposed interior alterations for model suite 300 for the Cadillac Fairview Corporation Limited,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
8060,24 111632 HVA,0,10,2024-02-05,2024-03-07,NULL,NULL,HVAC - Proposal for interior alterations to existing office space on the 9th floor - BMO Financial GroupConvenience address is 250 Yonge St,0,0,51188,110,20,21,NULL,16,16,1,M5G,26,,,,,,,
8158,02 167376 PLB,0,16,2002-08-26,2002-09-10,NULL,NULL,Plumbing - 3rd fl - 1 kit sink,0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
8244,06 106300 PLB,0,16,2006-01-31,2006-02-07,NULL,NULL,Plumbing - Interior alterations to existing retail space in the Eaton Centre.  Suite 2-132A.  Tenant - La Senza - Interior Alterations,0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
8264,24 159737 BLD,0,2,2024-06-05,2024-07-04,NULL,500000.00,"Proposal for interior alterations to existing office space - UNITS 1601 and 1801, Infrastructure Ontario""Convenience address is 20 Queen St W""",0,0,51188,110,67,32,NULL,16,16,1,M5G,26,,,,,,,
8284,18 250619 BLD,2,2,2020-08-14,2020-09-17,NULL,0.00,"REV 02: reconfiguration of rear exit door on level 1, addition of 2 exit signs above updated rear exit doors",0,0,51188,162,67,44,NULL,16,16,1,M5G,26,,,,,,,
8314,17 121005 BLD,1,2,2017-06-28,2017-07-26,NULL,NULL,Proposal for interior demolition (back to base) to existing office space on the 24th floor.Revision 1 proposal to remove existing tenant improvements and return floor back to base & HVAC vav retrofit.,0,0,51188,110,68,44,NULL,16,16,1,M5G,26,,,,,,,
8390,20 107543 PLB,0,16,2020-01-22,2020-02-03,NULL,NULL,Plumbing  - Proposal for interior alterations for existing Men's and Women's washrooms on second floor,0,0,51188,109,21,32,NULL,16,16,1,M5G,26,,,,,,,
8431,06 148723 HVA,0,10,2006-06-20,2006-07-11,NULL,NULL,HVAC - Interior alterations to an existing retail space for new tenant.,0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
8456,13 117372 BLD,0,2,2013-02-07,2013-03-11,NULL,140000.00,"Proposal for interior alterations to Urban Eatrry area at 1 Dundas Street for Extreme Pita"" (34.4m2)""",0,0,51188,109,67,21,NULL,16,16,1,M5G,26,,,,,,,
8607,11 152308 HVA,0,10,2011-03-23,2011-04-21,NULL,NULL,"HVAC - Proposal for interior alterations to existing unit in North Food Court of the Eaton Centre.  (Part of North Food Court Renovation) Unit F-05.  New tenant is Teriyaki Experience"".  Convenience address is 220 Yonge Street.""",0,0,51188,110,20,21,NULL,16,16,1,M5G,26,,,,,,,
8622,17 125571 BLD,0,2,2017-03-07,2017-03-08,NULL,1000000.00,Proposed alterations (hoarding) to the TEC on the 1st and 2nd level while maintaining the required number of exits on each floor,0,0,51188,109,67,32,NULL,16,16,1,M5G,26,,,,,,,
8710,14 110698 BLD,0,2,2014-01-29,2014-02-04,NULL,80000.00,Proposal for interior alterations to existing office space on the 23rd floor - Marcus and Millichap.Convenience address is 20 Queen St W.,0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
8713,23 112341 HVA,0,10,2023-02-10,2023-03-15,NULL,NULL,HVAC - Interior alteration for new  Osmow's Restaurant in Eaton Centre CRU F-19,0,0,51188,159,20,21,NULL,16,16,1,M5G,26,,,,,,,
8736,07 259378 PLB,0,16,2007-09-06,2007-09-21,NULL,NULL,Plumbing  - Interior alterations to existing office space on the 8th FLOOR.  Convenience address - 250 Yonge St.,0,0,51188,118,21,21,NULL,16,16,1,M5G,26,,,,,,,
8827,09 184762 BLD,0,2,2009-11-03,2009-11-06,NULL,30000.00,Interior alterations on floor 21 of existing office space - -Consulate general of the Netherlands -,0,0,51188,118,67,21,NULL,16,16,1,M5G,26,,,,,,,
8880,23 159706 HVA,0,10,2023-06-13,2023-07-17,NULL,NULL,HVAC - PROPOSED: Temporary corridor through an existing retail space (formerly Nordstroms) LEVEL 3: UNIT 7,0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
8923,24 202977 PLB,0,16,2024-08-23,2024-09-05,NULL,NULL,"Plumbing  - Update finishes for the base building core washrooms on floors 9, 17, 21 and 27.",0,0,51188,118,21,21,NULL,16,16,1,M5G,26,,,,,,,
9026,06 146923 PLB,0,16,2006-06-15,2006-07-07,NULL,NULL,"Plumbing  - Make interior alterations to existing retail space, unit #1110.",0,0,51188,162,21,32,NULL,16,16,1,M5G,26,,,,,,,
9156,17 178401 BLD,0,2,2017-06-12,2017-07-18,NULL,NULL,"Proposal for interior demolition of units 042A, 042B, 036B, 038B to  bring the space back to base building.",0,0,51188,162,68,21,NULL,16,16,1,M5G,26,,,,,,,
9164,10 258409 BLD,0,2,2010-09-15,2010-09-20,NULL,100000.00,Proposal to waterproof entrance vestibule area on west elevation of Eaton's Centre mall.,0,0,51188,110,103,21,NULL,16,16,1,M5G,26,,,,,,,
9209,05 211895 HVA,0,10,2005-12-23,2006-01-31,NULL,NULL,"HVAC - Interior alteration to level one Galleria, Eaton Centre. 220 Yonge st. - Interior Alterations",0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
9231,08 170728 HVA,0,10,2008-06-16,2008-06-25,NULL,NULL,"HVAC - Interior alterations to existing retail store on the lower level.  Unit A034A.  Tenant - The Body Shop"".""",0,0,51188,110,20,32,NULL,16,16,1,M5G,26,,,,,,,
9276,15 112398 HVA,0,10,2015-02-05,2015-02-18,NULL,NULL,HVAC - Interior alterations of existing retail space for Foreign Exchange Centre in unit A37-A-L1.  Convenience address 218 Yonge Street.,0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
9298,14 252955 PLB,0,16,2014-11-17,2014-11-26,NULL,NULL,"Plumbing  - Minor interior alterations to create washroom in existing retail space.  UNIT B003A.  Tenant - LensCrafters"".  Eaton Centre.""",0,0,51188,110,21,21,NULL,16,16,1,M5G,26,,,,,,,
9300,14 254624 HVA,0,10,2014-11-20,2014-12-09,NULL,NULL,"HVAC - Proposal for interior alterations to C006 for existing retail store - Hugo Boss""",0,0,51188,162,20,21,NULL,16,16,1,M5G,26,,,,,,,
9352,10 307524 BLD,0,2,2010-12-02,2011-01-19,NULL,100000.00,Proposal to close existing opening between Canadian Tire and Marks Work Warehouse and create new opening. Convenince address 65 Dundas Street West,0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
9559,09 184762 PLB,0,16,2009-11-03,2009-11-06,NULL,NULL,Plumbing  - Interior alterations on floor 21 of existing office space - -Consulate general of the Netherlands -,0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
9654,06 106300 HVA,0,10,2006-01-31,2006-02-07,NULL,NULL,HVAC - Interior alterations to existing retail space in the Eaton Centre.  Suite 2-132A.  Tenant - La Senza - Interior Alterations,0,0,51188,118,20,21,NULL,16,16,1,M5G,26,,,,,,,
9727,07 271714 PLB,0,16,2007-10-19,2007-10-30,NULL,NULL,"Plumbing  - interior alterations to existing office space - level 1 (220 Yonge, Level 1, Suite 110) - Com tec",0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
9730,10 238177 HVA,0,10,2010-08-12,2010-09-10,NULL,NULL,HVAC - permit for interior demolition to existing office space - floor 20 - East Side of Floor,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
9950,24 113162 BLD,0,2,2024-02-08,2024-04-03,NULL,150000.00,"Proposal for interior alterations to existing retail store - UNITS C004A & D001A; Zara"" - Eaton's Centre. Convenience address is 220 Yonge St""",0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
10040,07 253788 HVA,0,10,2007-08-16,2007-08-22,NULL,NULL,"HVAC - Interior demolition to full 3rd, 19th and 20th floors to return to base building , and structural infill of portion of 20th floor slab ( remove existing internal stair)",0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
10077,05 107147 HVA,0,10,2005-03-07,2005-03-11,NULL,NULL,HVAC - Interior alterations to existing office space to remove and relocate partitions. - Interior Alterations,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
10108,09 175224 BLD,0,2,2009-10-02,NULL,NULL,NULL,Interior alterations to existing retail store - BCBG MAX AZRIA - Store number - 3112B - Level 3,0,0,51188,162,67,6,NULL,16,16,1,M5G,26,,,,,,,
10127,19 168706 HVA,0,10,2019-06-10,2019-06-24,NULL,NULL,HVAC - Proposal for interior alterations to the floor 31of existing offie building,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
10162,25 211828 BLD,0,2,2025-08-18,2025-08-22,NULL,150000.00,"Proposal for interior alterations to an existing restaurant, less than 30 seats - UNIT A004, Toronto Eaton CentreConvenience address is 218 Yonge St",0,0,51188,110,67,32,NULL,16,16,1,M5G,26,,,,,,,
10184,07 253438 HVA,0,10,2007-08-15,2025-04-23,NULL,NULL,HVAC - Interior alterations to existing office space - floor 5 - Cadillac Fairview - (20 Queen st W),0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
10267,17 178401 HVA,1,10,2018-03-13,2018-04-12,NULL,NULL,"REVISION - interior layout changesHVAC - Proposal for interior demolition of units 042A, 042B, 036B, 038B to  bring the space back to base building.",0,0,51188,162,20,44,NULL,16,16,1,M5G,26,,,,,,,
10299,06 170115 HVA,0,10,2006-09-26,2006-10-02,NULL,NULL,"HVAC - Eaton Centre Unit B28. Interiro alteration to convert existing retail unit  to Restaurant, w/Plumbing",0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
10304,22 111015 PLB,1,16,2022-05-11,2022-06-09,NULL,NULL,"REVISION - interior layout changesPlumbing  - Proposal for interior alterations and a new mezzanine level to existing retail space - UNIT A015, Adidas"". Convenience address is 220 Yonge St.""",0,0,51188,110,21,44,NULL,16,16,1,M5G,26,,,,,,,
10403,05 143400 HVA,0,10,2005-06-14,2005-08-31,NULL,NULL,HVAC - Interior alterations to southwest portion of Level 3. (Toronto Eaton Centre). Relocate existing entrance to 20 Queen St. W. to existing Rogers tenant.  - Interior Alterations,0,0,51188,110,20,21,NULL,16,16,1,M5G,26,,,,,,,
10431,06 110083 HVA,0,10,2006-02-15,2006-03-02,NULL,NULL,HVAC - Make interior alterations to 2nd & 3rd floor (Sears). - Interior Alterations,0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
10470,08 174520 HVA,2,10,2009-01-07,2009-01-14,NULL,NULL,HVAC - Interior alterations to partial 4th to 7 th floors inclusive. Single Tenant Floors. 'Sears' Eaton Centre,0,0,51188,118,20,44,NULL,16,16,1,M5G,26,,,,,,,
10471,24 250995 PLB,0,16,2024-12-17,2025-03-04,NULL,NULL,"Plumbing  - Proposal for interior alterations, including private office, open office areas, meeting rooms, services and new connecting stairs.",0,0,51188,118,21,21,NULL,16,16,1,M5G,26,,,,,,,
10627,05 168778 BLD,0,2,2005-08-10,2005-08-30,NULL,120000.00,Interior alterations to offices on 9th floor,0,0,51188,118,67,32,NULL,16,16,1,M5G,26,,,,,,,
10656,11 290817 HVA,0,10,2011-11-29,2012-01-05,NULL,NULL,"HVAC - Proposal to replace exterior glazing with mechanical vent unit to accommodate proposed new air handling unit in existing retail unit on the 3rd floor of the Eaton's Centre - Apple Store"".  Mechanical  work will be under separate permit""",0,0,51188,110,20,32,NULL,16,16,1,M5G,26,,,,,,,
10732,22 171261 BLD,0,2,2022-07-04,2022-07-28,NULL,228647.50,"Remove and replace existing concrete topping and waterproofing membrane incuding Concrete repairs to the Slab at the Loading Dock, Stall No.1 Level -1 (above the Mechanical Room AHU-1) in the  North Receiving of the Toronto Eaton Centre.",0,0,51188,162,48,32,NULL,16,16,1,M5G,26,,,,,,,
